M1	36.69901390128101	29.617638220703043	32.75193158723079
M2	51.364439044845646	53.18294504665802	58.999423041269125
M3	29.077155099937567	23.043160275244002	38.70576421913035
M4	15.106859102524046	15.546618414292457	16.555391204174786
M5	19.177092859215286	17.125786911743436	16.184244717002265
M6	14.564239049255848	13.033194774437773	13.592159404721363
M7	17.599450033244043	19.7733685713648	21.840285702940342
M8	19.442983375377807	19.482705629646812	23.098703908850204
M9	10.269556321740087	10.075416548746976	10.49578400771491
M10	15.744807640083737	16.478003473523273	15.387087885199078
M11	14.56589212275917	13.503421245422816	13.85783817428104
M12	16.93624056218698	16.539938291292323	17.192919628195636
M13	5.7387838202713315	7.427199105538452	10.131801683715883
M14	18.25371316804332	13.179249150502129	14.009028884296695
M15	10.351160985079813	10.30586472835044	11.881489009448696
M16	17.893483505691858	18.318573169310262	19.364981517617835
M17	11.326050345073728	11.204530169622682	12.01333513753402
M18	23.51494139922078	21.53677539407675	21.579545821524725
M19	20.09282231752965	25.518775088744274	25.42926472522048
M20	21.816408287293743	26.172979103352407	23.480275365623474
M21	11.086278626166287	11.454222370907061	11.346715888200883
M22	19.087743687765656	21.017727082670067	19.612316975648614
M23	31.420829591717965	23.846819369457798	27.65191343515762
M24	37.79510670552339	29.308985598279698	33.891367430023145
M25	35.3891123546532	31.376530457090936	30.283869110616426
M26	28.829894551553135	24.43589538585929	29.403287636631767
M27	41.410092979122055	34.286424472562885	37.09734044200957
