index	statistic	pvalue	gene
3085	-5.60446268121393	1.20219275645539e-06	MPP3
1692	-5.60356582814929	8.98126991000225e-07	CDKN2D
1224	-5.60342389369125	6.35546933747122e-07	PRADC1
1535	-5.60315481621525	6.36183167035398e-07	RHOA
3151	-5.60300174953314	1.13484611818926e-06	ZNF394
3053	-5.60292213245776	1.28919993636067e-06	SPRED2
165	-5.60226201403742	7.34287699311054e-07	CTPS1
1694	-5.60202000285966	9.03057908452354e-07	MAP3K7CL
1693	-5.60161398914857	9.04357465802974e-07	TAB3
1449	-5.6012142877564	7.02587616530082e-07	VASP
3063	-5.60103047291514	1.21628730131995e-06	GP9
1537	-5.60067419746408	6.42078328172424e-07	SMARCD1
3084	-5.59907328728784	1.22439795702256e-06	SLAIN1
412	-5.59667412413884	6.81903270072226e-07	TMEM174
1688	-5.59663597739427	9.20442434049207e-07	CDKN2B
162	-5.59450280257593	7.55355931358892e-07	IGLV3-25
408	-5.59206784203154	6.93604647605817e-07	CTSL
3083	-5.5912126694575	1.25751746526959e-06	LINC00671
3152	-5.58755160271754	1.19653584262913e-06	ZNF569
3149	-5.58669188214587	1.27696660789933e-06	TRIM26
2761	-5.58268634615095	7.52015031024733e-07	BAG5
3154	-5.5776883988205	1.23764733395149e-06	PRR19
3153	-5.57752824710131	1.23832631371279e-06	RSRP1
1445	-5.57691140978776	7.68112783378072e-07	NUP50
409	-5.57677396073523	7.33898196880745e-07	FA2H
3052	-5.5717135279835	1.43188273993289e-06	GRAP2
3062	-5.56574048001922	1.37107616771104e-06	TIE1
1228	-5.56106928613708	7.43852663132039e-07	BFSP1
1227	-5.56105151794281	7.43901723887497e-07	ISYNA1
3148	-5.55102957819224	1.44123963674581e-06	KLK15
3051	-5.549709860074	1.54180925759917e-06	CTRC
3050	-5.54970315488572	1.54184400180668e-06	CD300A
330	-5.5470350242395	7.83616734834069e-07	PRKACB
2762	-5.54491092401597	8.63689066710194e-07	ZCCHC10
3147	-5.54368623425182	1.47758620161476e-06	ODF1
3024	-5.542948747022	1.48128637511569e-06	GMNN
3048	-5.54202622134781	1.58213804180019e-06	ARHGEF16
1226	-5.53954289550032	8.05697223604795e-07	DEDD2
3049	-5.53849271442418	1.60103428958891e-06	KRAS
3082	-5.52343307031927	1.58261554772388e-06	SAP18
1549	-5.52290226610779	8.56962684814278e-07	ZCCHC12
1548	-5.52246299672089	8.58358732536146e-07	WBP11
3019	-5.51925615192859	1.60518115865926e-06	DLGAP2
3018	-5.5190133047029	1.60650291025632e-06	PRKRIP1
3016	-5.51830283728032	1.61037599821778e-06	CYBA
1547	-5.51802906233481	8.72576675581271e-07	ARPIN
3017	-5.51638153861625	1.62089637600893e-06	IFI30
3164	-5.50727873692134	1.57478603957095e-06	PTPN11
2763	-5.50687536678317	9.92677397615438e-07	HNRNPLL
1466	-5.49457109093308	1.08653853003737e-06	STK19
1467	-5.49437033897124	1.0873307869641e-06	CMTM3
1469	-5.49318839476503	1.09200685960431e-06	TMSB4XP1
3015	-5.49162087919127	1.87395394446455e-06	RNF214
1440	-5.49074221910096	1.05297877839305e-06	LRR1
3020	-5.48854734806633	1.78118493321389e-06	IL36RN
1468	-5.48764811277309	1.11419198267626e-06	ID3
1465	-5.48375628624243	1.13004198287747e-06	PIN4
3023	-5.47366640253424	1.87323381239946e-06	TMEM106C
1559	-5.47163143709768	1.08093943373966e-06	DPF2
1463	-5.47118666839109	1.18277139105061e-06	BIRC8
1464	-5.46993615161259	1.18814845384563e-06	ECH1
1462	-5.46478748254208	1.21054275337151e-06	CCDC42
1461	-5.46474915565745	1.21071101188974e-06	FAM74A1
420	-5.45252254661344	1.15952604273772e-06	RBM15B
3143	-5.44646866258129	2.05383191320685e-06	PRM2
3145	-5.44595584976498	2.05739795389182e-06	C21orf58
1560	-5.44559095280441	1.14067261813844e-06	TPM4
3168	-5.44427168932008	1.95288600379762e-06	WHSC1L1
3146	-5.44405596219757	2.0706631582712e-06	TCF3
3167	-5.44352244757822	1.95788505985561e-06	ZBTB32
3144	-5.44133195340473	2.08983060057122e-06	NFU1
3022	-5.44089122501869	2.09294827535622e-06	KIAA0040
1437	-5.43772562500119	1.33528737600308e-06	PLSCR3
3162	-5.43726786108845	2.00011466156003e-06	PTCD2
413	-5.43674183937979	1.22865804108585e-06	ERP27
414	-5.4363092980718	1.23060912859962e-06	UPK3A
3021	-5.43601178966862	2.12777475883108e-06	ARHGEF39
415	-5.43387486461567	1.24164745440858e-06	LAT
3163	-5.43357113375572	2.02549741823432e-06	RIN1
1439	-5.43296887636333	1.35849050320047e-06	COMT
417	-5.43291073856157	1.24604601525746e-06	WBP1L
1484	-5.43288360452438	1.19545212839967e-06	IGF2BP3
418	-5.43167360358788	1.25171264619972e-06	MSMB
1561	-5.43117916530229	1.20299448724825e-06	IKBIP
419	-5.42720220734748	1.27240660852124e-06	GAL
1438	-5.42649374417047	1.39071717630834e-06	TRIP13
416	-5.42196242460303	1.29708684126761e-06	SYT11
421	-5.41567217888437	1.32733975011234e-06	NAV2
1443	-5.41512665760959	1.38745735567269e-06	MAT2B
1441	-5.41197424128617	1.40347702271004e-06	TEX37
1203	-5.41147743512443	1.29366052248336e-06	NALCN
1442	-5.41093438879274	1.40880120502729e-06	KPNA4
422	-5.39345964982638	1.43984913714146e-06	SGCA
1444	-5.39065853578599	1.51669384707009e-06	KPNA3
158	-5.3884752373756	1.59574946101415e-06	CPT1B
3179	-5.38508718434089	2.38949053599224e-06	MLX
1480	-5.38503789065475	1.61569608769785e-06	NUDT16L1
1481	-5.38439694910235	1.61944255783197e-06	GGA1
1295	-5.38149625086646	1.63650543916205e-06	KATNBL1
1294	-5.38144973975146	1.63678047415683e-06	TANK
1297	-5.38129910381045	1.63767154581773e-06	ZNF69
1298	-5.38117957263041	1.63837896127728e-06	HSPA2
3047	-5.38051154056337	2.71948805763422e-06	KIR2DL4
1575	-5.37802299219013	1.46330686423557e-06	NFIL3
1479	-5.37744342448818	1.66064318052328e-06	CXXC1
1578	-5.37647667694345	1.47165771924307e-06	LZTFL1
1296	-5.37520527780589	1.67412341323114e-06	KATNAL1
161	-5.37357374353164	1.61390834130248e-06	IQGAP3
3160	-5.37292271925784	2.49055517342889e-06	TBX3
3166	-5.37168583634287	2.50106563215446e-06	ILF3
1579	-5.37160662737389	1.49826672246611e-06	CXCL14
1576	-5.37153880113129	1.49864064247218e-06	TTR
157	-5.37045482543604	1.70309417635295e-06	C2orf57
3178	-5.37018798494409	2.51385251948122e-06	ZSCAN1
1577	-5.36872272710075	1.51424691985369e-06	TXNL4A
1482	-5.36738913804902	1.72205257320535e-06	NEUROG3
3040	-5.36535880602609	2.70142394320771e-06	GOLGA6L2
159	-5.35942100261682	1.77230806075457e-06	KCNIP3
3165	-5.35922443291818	2.60943899266231e-06	PUS7L
160	-5.35910274235835	1.77434513681796e-06	MAVS
1293	-5.35866653870432	1.77714088411829e-06	SRSF11
1292	-5.35607225799574	1.79385840026747e-06	MAGEA8
3039	-5.35558258703752	2.79203027608865e-06	GSTK1
1486	-5.35405314417543	1.59817267209039e-06	EVL
1485	-5.35403505213136	1.59827895873654e-06	MATR3
1426	-5.35308449748638	1.81330391213486e-06	CRLF3
3161	-5.35138335437426	2.68000156977699e-06	IPO11
1477	-5.3504668586517	1.83051144220236e-06	AANAT
1205	-5.35044563877343	1.61950441845971e-06	APLF
1204	-5.34933279098659	1.62614135046368e-06	CROCCP2
1590	-5.34861516924381	1.63043540413188e-06	SNX7
1319	-5.34809986038928	1.84621006038554e-06	DCDC2
1478	-5.34686478881157	1.85445410005869e-06	SMAD4
1483	-5.34539022981745	1.86434430593518e-06	CASP9
1427	-5.34513950056063	1.86603117602324e-06	KLHL3
1420	-5.34505325717396	1.86661175716196e-06	MIOX
3046	-5.34504938583988	3.06199037947152e-06	CT45A3
1472	-5.34415832739317	1.87264686202226e-06	HPRT1
1436	-5.34203372554024	1.80980069242054e-06	DPYSL4
1289	-5.33861110454136	1.91048748054978e-06	HYI
1428	-5.33689765820978	1.92232766460521e-06	CCBE1
1567	-5.33664001514103	1.70376382535586e-06	FAM126B
1291	-5.33641006116553	1.92571025436905e-06	BEX5
1318	-5.33634453097818	1.92616530214629e-06	KLC1
1435	-5.33505966052798	1.85618653159025e-06	ZNF34
3169	-5.33261167475435	2.85669981492376e-06	HGF
1288	-5.33162290361485	1.95923355916783e-06	ASB6
1425	-5.33090968411238	1.9642771131867e-06	PDGFRB
1290	-5.33088249091202	1.96446966427288e-06	ARL6IP4
1421	-5.32986582942595	1.97168187288099e-06	ARL16
1422	-5.32973043643404	1.97264432200139e-06	SPRYD7
1471	-5.3292185345905	1.97628739884159e-06	FBXL12
1470	-5.32767161466021	1.98733683698382e-06	SHQ1
1424	-5.32087869096497	2.03658382580407e-06	BAG6
1588	-5.32056289903927	1.80734530830229e-06	C12orf49
1423	-5.32025910762245	2.04113512758397e-06	EFEMP1
1419	-5.31696854045265	2.06547551939718e-06	MINA
1206	-5.31677498315665	1.83263971631487e-06	LRFN4
3038	-5.3165757719503	3.18451220726601e-06	PYGM
1301	-5.31495775021523	2.08049012861977e-06	TRAPPC2P1
3045	-5.31385037182773	3.39847263552961e-06	SFMBT1
1475	-5.31319216420794	2.09376255821958e-06	CASK
1286	-5.31219761451531	2.10127563027296e-06	RFC4
3184	-5.30988440094595	3.08612969468491e-06	SOCS3
1300	-5.30975747057942	2.11982195796878e-06	EPS15L1
1476	-5.30941221467728	2.12245908703945e-06	GAGE5
1299	-5.30738748427919	2.13798963577538e-06	HSPBP1
1589	-5.30543584507988	1.91046287512098e-06	FUT11
3158	-5.30515461485003	3.13612198377111e-06	PTGDS
1563	-5.30513207399899	1.91259191484328e-06	NCDN
3183	-5.30367464987437	3.15192877464732e-06	PTK2
3159	-5.30252977669734	3.16421069102013e-06	TRIM32
1287	-5.30232577380085	2.17730733842458e-06	RNF41
1285	-5.30033522877878	2.1929639173468e-06	HOMER2
1284	-5.29918334933546	2.20207467416245e-06	KIF2A
1474	-5.29910418801625	2.20270216799712e-06	CDKN1A
1429	-5.29614133837138	2.22631528645767e-06	ZBP1
1473	-5.29440666713486	2.24025587280963e-06	ARSJ
3037	-5.29347344341337	3.63776450418296e-06	ZNF202
1587	-5.29199766510821	2.0069178408022e-06	RASD1
3177	-5.28925769284147	3.31009493081957e-06	C17orf67
1418	-5.28815875154206	2.29118425476571e-06	AMPH
1417	-5.28793477062067	2.29303103116418e-06	TARS
3176	-5.28517741256103	3.35626821224011e-06	LCLAT1
1586	-5.28494225256098	2.05946464504336e-06	UBC
1431	-5.28167062352622	2.34527941400664e-06	CUL3
1416	-5.28165867222894	2.34538021204322e-06	METTL21C
3189	-5.28123082764579	3.40153484890138e-06	GRAP
1317	-5.28002813005946	2.35917243851524e-06	BNIP2
3181	-5.27625652434688	3.45945078938925e-06	TRIM39
1283	-5.2757084908938	2.39609874030933e-06	LARP1B
1430	-5.27542704147452	2.39852438643773e-06	KLHL12
3185	-5.274713391887	3.47761505170574e-06	WDFY3
1562	-5.273144475342	2.1503762122066e-06	CORO1A
1410	-5.27249826522864	2.42390994742436e-06	RASAL2
1411	-5.27240145158774	2.42475360157091e-06	CTAGE5
3182	-5.27225352778283	3.50676551552631e-06	PRPF3
3190	-5.27221987940009	3.50716593522371e-06	UBE2K
1266	-5.27197348657598	2.42848644838034e-06	TTC23L
1432	-5.27109189884745	2.4361938083528e-06	KCTD13
1564	-5.27013841968338	2.17416545500448e-06	APOL6
1280	-5.26832429335409	2.46054693331388e-06	GNPDA1
1574	-5.26750629891698	2.19520825006647e-06	ETV6
1269	-5.26467944002867	2.49298589083402e-06	LRRC37A11P
1268	-5.26420931096711	2.49720059808389e-06	NCAPH2
3188	-5.26405946009754	3.60562398582509e-06	SMYD1
1267	-5.26393199642624	2.49969001719919e-06	EGLN3
1264	-5.26391254334662	2.49986473699337e-06	STAT3
1207	-5.26385010061654	2.22477144817823e-06	ATG12
1281	-5.26341330825546	2.50435278970063e-06	MCMBP
1282	-5.26326817747541	2.50565898496369e-06	PRTFDC1
1278	-5.26303966434982	2.50771699350505e-06	SKAP1
1309	-5.26193275650221	2.5177095170914e-06	EFS
1566	-5.26181192809846	2.24142156302065e-06	GAGE2E
3180	-5.26122500886449	3.64045853573636e-06	TRIM21
1307	-5.26113489707785	2.52493647190377e-06	DDX17
1277	-5.26063080318457	2.52951306056737e-06	BLCAP
3157	-5.25951244665796	3.66166656362577e-06	GLYAT
327	-5.25927908134994	2.26228388622296e-06	GALNT3
1565	-5.25918616678339	2.26305282291506e-06	FOXO4
1580	-5.25839560201656	2.26960575377966e-06	XIAP
1434	-5.25822385998988	2.55147834249403e-06	VPS25
329	-5.25730989800958	2.27863554269625e-06	WDR24
1310	-5.25558804029547	2.57574810214045e-06	DRICH1
1276	-5.25556145567142	2.5759940404102e-06	SCAMP1
328	-5.2553557750451	2.29497722203931e-06	AIM2
1275	-5.25391506110711	2.59127029123007e-06	SELV
1271	-5.25320313000179	2.5979036542001e-06	SALL2
1306	-5.25314054272717	2.59848760642001e-06	RBM15
1311	-5.25250525369778	2.60442231314606e-06	ACTN4
1272	-5.24994318301471	2.62849245558083e-06	CRCP
1273	-5.2499252548014	2.62866165789966e-06	INTS4
1308	-5.24918950130172	2.63561480451369e-06	FYN
1279	-5.24918530026394	2.63565455793646e-06	FAM102A
1265	-5.24868546095676	2.64038863861948e-06	BLK
3172	-5.24778475377826	3.81022124762431e-06	EPN1
1412	-5.24760141615351	2.65068467819596e-06	NUDT10
3173	-5.24749000445044	3.81403064353414e-06	MUM1
1274	-5.24604724843775	2.66551494410017e-06	ZMIZ2
3156	-5.24527477194484	3.84278154796913e-06	ZCCHC17
1313	-5.24409964901548	2.68421497451321e-06	POLR3GL
1581	-5.24303374408908	2.400713998707e-06	CAPN3
1582	-5.24271812196952	2.40348448066197e-06	KRT77
1312	-5.24269824802517	2.69775059968946e-06	MYOZ2
1316	-5.24255763182395	2.69911246997268e-06	FRK
1314	-5.24254973429432	2.69918897777277e-06	CDK4
1315	-5.24254973429432	2.69918897777277e-06	CCND3
1433	-5.24152127827227	2.70917049993713e-06	SNF8
3174	-5.23737945418303	3.94700739392295e-06	GOPC
3170	-5.23615001429884	3.96348688025405e-06	UBE2U
3171	-5.2345210249219	3.98542682178427e-06	NFKBID
1302	-5.23426300022159	2.78065676528882e-06	PDCD6
1413	-5.23316361592578	2.7916454672372e-06	MAGEB18
1270	-5.23177385401061	2.80559786824952e-06	ASB13
1305	-5.23111188988937	2.81226775056265e-06	CHTOP
1568	-5.22977771231508	2.51982537013973e-06	LINC00152
1304	-5.22888063290424	2.83486501251318e-06	ERH
3041	-5.2288586617389	4.51247813604283e-06	CLK1
1303	-5.22858432550232	2.83787932453539e-06	ANXA11
1209	-5.22520384660712	2.56225920991504e-06	MGST3
1415	-5.22492536435916	2.87536306098346e-06	CYTH3
3175	-5.22399811723329	4.13007674771038e-06	RHOQ
1261	-5.22371764557047	2.88784217694626e-06	TTC21A
3042	-5.22360942774558	4.59207422442987e-06	C18orf25
1210	-5.22341670425309	2.57902985656422e-06	UCHL5
1211	-5.22276350614398	2.58518643969641e-06	MRPL9
1263	-5.22165493112044	2.90927936064111e-06	PFKL
3043	-5.21907959819459	4.66187792858008e-06	CT45A5
1262	-5.21845038505956	2.94289477431597e-06	GTPBP3
1256	-5.2137032258377	2.99339684228794e-06	CPSF4
3191	-5.21179772529038	4.30429505815511e-06	SMCO3
1213	-5.21116659706798	2.69693121690562e-06	OXR1
1212	-5.21056218290376	2.70288381121198e-06	NCBP2
3192	-5.20983809138377	4.33294752033575e-06	UBE2D1
1414	-5.2096309683388	3.03739899321087e-06	CNKSR1
1573	-5.20508197118052	2.75744960864799e-06	PCMT1
3044	-5.20230257659733	4.92967956067236e-06	SCARB1
1585	-5.18923237110089	2.9214394570154e-06	ATP6V1G1
1583	-5.18854232061368	2.92879314578443e-06	GADD45G
1584	-5.18854232061368	2.92879314578443e-06	TTC5
1208	-5.18782247309381	2.93648379068312e-06	PLAC9
3035	-5.18738242133106	5.1805993879217e-06	BID
1334	-5.18321203807555	3.21345808873552e-06	MDM4
3194	-5.17970959291145	4.79795850227838e-06	POLI
1254	-5.17663900897177	3.41819449256597e-06	LRRC29
1255	-5.17663889348498	3.41819590465864e-06	KLHL40
3155	-5.17646942697503	4.85081557766165e-06	XCL2
1332	-5.17545181875062	3.30447649588006e-06	UNC45A
1333	-5.17513837703323	3.30820566574186e-06	CD160
3193	-5.17461585753721	4.88131138309811e-06	MKRN2
3187	-5.17102656547417	4.94090387581636e-06	PSMA6
1253	-5.17085907515541	3.48958723739301e-06	GRB7
3200	-5.16867573891355	4.98032343032584e-06	UBE2D4
3201	-5.16836174348106	4.98561210215964e-06	RNF14
3186	-5.16566644761022	5.03123828499152e-06	ZBTB44
3195	-5.16356168237527	5.06715465775631e-06	UBE2D3
3198	-5.16279159252736	5.08035893065362e-06	PSMD10
3036	-5.16205416641612	5.63581348933528e-06	RAB29
3033	-5.1586455264104	5.7000221145298e-06	NPM2
3031	-5.15756446591514	5.72053682634799e-06	HLA-DPB1
3199	-5.15745798972933	5.17274906619569e-06	PSME1
1214	-5.15474463976042	3.31215644033822e-06	FAM206A
1252	-5.15369372566889	3.71038204294294e-06	LAX1
3034	-5.14918835163602	5.8819807390309e-06	PIH1D1
1320	-5.14664058732267	3.66515524563571e-06	MRFAP1
1330	-5.1458060593093	3.67616035834573e-06	ZMYND10
1321	-5.14457042808572	3.69251467691178e-06	GOLGA8F
1331	-5.14418129107306	3.69767995278547e-06	MAX
1216	-5.14401547377928	3.44387895956366e-06	PCBD2
1215	-5.14356723326099	3.44949276231965e-06	DPP3
3196	-5.14174995228818	5.45460286871524e-06	RNF115
1251	-5.14158973337486	3.87428878756424e-06	TSPYL4
3032	-5.13815979763177	6.10143977075595e-06	STRBP
2766	-5.13396270677606	3.8358930032345e-06	DZIP3
1250	-5.13298288010632	3.99515604621037e-06	CDK5RAP3
3197	-5.13197497283241	5.63760241190092e-06	PSMC4
1328	-5.13152683531954	3.86958312770247e-06	HSPA8
1327	-5.1311146601096	3.87531259193885e-06	TRIM38
1405	-5.12728230215395	3.92898581469403e-06	PELI1
1259	-5.12631865652465	4.09128611500442e-06	LSM5
1260	-5.12627614137478	4.09190663974712e-06	SKP1
3029	-5.12369582687493	6.40157649578477e-06	RGS3
1406	-5.12286844293255	3.99171013443222e-06	VAC14
3030	-5.12253085213712	6.4263763035477e-06	RPS19BP1
1408	-5.12098225937435	4.01881384881619e-06	TOX4
2768	-5.12054761575614	3.88329713318925e-06	TFG
1329	-5.11771269352944	4.0662259483959e-06	IFT43
1258	-5.11626871568432	4.24057646530862e-06	LSM7
2767	-5.11536570487176	4.10059868305446e-06	MAPK1IP1L
1407	-5.11435022084828	4.11555939172636e-06	MPPED2
1322	-5.11328127140285	4.13136581456364e-06	BAAT
1323	-5.11309481003383	4.13412910837962e-06	GOLGA8DP
1257	-5.11034236073687	4.33111182196466e-06	FIP1L1
1569	-5.1028723310402	3.99849412413555e-06	MRPL53
3025	-5.10063631798525	6.91053514612072e-06	P2RX7
1571	-5.10052077961183	4.03271996973764e-06	AGR2
3026	-5.08711719100304	7.22731376878727e-06	RFPL3
3028	-5.08560625923576	7.26359742575511e-06	WIF1
3027	-5.08479663728446	7.28311378539459e-06	ZNF607
1325	-5.08420236262222	4.5850258021396e-06	FOSL1
1326	-5.08384480558219	4.59089843463101e-06	RFC5
1572	-5.07709100797754	4.38985476214349e-06	NAV1
2765	-5.07661561337115	4.71123273471097e-06	HNRNPUL1
326	-5.07610224991104	4.40559103109806e-06	ARMCX5
1324	-5.07511438143824	4.73660794708675e-06	USF1
2769	-5.07325356256663	4.60478866304292e-06	RBFOX2
1335	-5.07312086439617	4.60698782744906e-06	LNX2
1337	-5.07226541954486	4.62118964827951e-06	C1QTNF2
1570	-5.07010255082923	4.50227324833019e-06	FLNA
1336	-5.06924231953323	4.67172388174397e-06	NCALD
1342	-5.06916408730349	4.83851438792815e-06	TCF25
1401	-5.06713841587884	4.87369621815503e-06	C11orf54
1460	-5.06669499376458	5.24879795571476e-06	EIF3A
1409	-5.0644392439069	4.92096662285668e-06	FNDC3B
1459	-5.06009484262596	5.37262960997875e-06	USP54
1404	-5.05873973173232	5.02226792442606e-06	PCMTD2
325	-5.05832765771419	4.69812118020219e-06	PYROXD2
1343	-5.0581315152318	5.03319851608008e-06	SNAI2
1402	-5.05642940344527	5.06391259413874e-06	TP53BP1
1340	-5.05236107226628	5.13807304913794e-06	LOC100288778
1339	-5.05113645698259	5.16060459321288e-06	PPP1R12C
1457	-5.04852620937627	5.59665262778175e-06	AIMP1
1458	-5.04746980064859	5.61756186745477e-06	CT55
1248	-5.0473365004246	5.41936145126432e-06	NXT1
1338	-5.04547341958001	5.2660679203953e-06	FAM153C
1341	-5.04345826341227	5.30410526522473e-06	CCDC148
1403	-5.03926378038984	5.38414714945645e-06	SIGLEC5
1249	-5.03753580451282	5.61124475817465e-06	PAXIP1
1353	-5.03359431936814	5.31017702198877e-06	HYPM
1247	-5.02954088818935	5.77270882762271e-06	NXF3
2770	-5.02904512646361	5.397586824607e-06	BOLL
1241	-5.02667143819061	5.83176690660547e-06	DDI1
1244	-5.02590367736388	5.84766919919932e-06	OLFM3
2771	-5.02518717099456	5.47282172136399e-06	ZNF385C
1354	-5.02298382210241	5.51625106326448e-06	BCAS3
1246	-5.02157149610117	5.93820208449891e-06	CREBZF
1242	-5.01556523557249	6.06600313945993e-06	CCL28
1243	-5.01554717714339	6.0663914345227e-06	STUB1
1698	-5.01303842329942	7.39764198898207e-06	NAGK
1455	-5.01167885336878	6.37322015284436e-06	HSPBAP1
1456	-5.01039996875414	6.40199513979312e-06	KRT86
1454	-5.00927700026542	6.42736733214022e-06	KCTD17
1218	-5.00672313424747	5.65987809730828e-06	NFKBIA
1217	-5.0062680581966	5.66916582012134e-06	GTF2IRD2
1245	-5.00603636007646	6.27432707678288e-06	ACYP2
1355	-5.00548219651629	5.8734596259935e-06	DMRTB1
1697	-5.00469995604813	7.61238401958408e-06	MOB3C
1236	-5.00141102247343	6.37796788294231e-06	CDC42EP1
1700	-4.99716822024633	7.50625772782954e-06	NIF3L1
1237	-4.99679966216661	6.48297023908562e-06	PAK2
1238	-4.99679966216661	6.48297023908562e-06	ATP6V1E2
1240	-4.99087318696392	6.62041646815048e-06	ATP6V1D
1360	-4.99046634460859	6.19797230916319e-06	MYOG
1356	-4.98929160341173	6.22409026895809e-06	BRMS1
1696	-4.98571343637719	8.12451784526491e-06	NT5C2
1239	-4.98544057452173	6.74892277063854e-06	C9orf16
1699	-4.96520271974302	8.71591405149363e-06	CDKN2C
1358	-4.94679747200998	7.2450996503326e-06	FTL
1357	-4.94362384488052	7.32763498267897e-06	MLH1
1359	-4.92696030282439	7.77637534454811e-06	MAPK6
2772	-4.90410850267026	8.43587704546511e-06	HBS1L
1352	-4.88036419628027	9.17923059151615e-06	CLUAP1
1349	-4.87991293782025	9.19396253595828e-06	DHX15
1351	-4.87842817578496	9.24259845125341e-06	KIAA1683
1350	-4.87704663593018	9.28807970912437e-06	RBM17
1348	-4.87353030817264	9.70009951184458e-06	LZTR1
1344	-4.8668903412381	9.93028434304044e-06	SAT1
1347	-4.86640431883636	9.94734195036706e-06	MYD88
1345	-4.85377418080085	1.04008300156888e-05	LOC113386
187	-4.85293757244476	1.04315744594574e-05	DEFB127
188	-4.85293238908283	1.04317652198649e-05	TFEC
186	-4.84573319533077	1.07000420379588e-05	PIH1D3
1346	-4.84526796289356	1.07176096926231e-05	C19orf25
184	-4.83946913156928	1.09389669749049e-05	CDCA3
185	-4.83493617535293	1.11151181698688e-05	CCAR1
192	-4.82498323262552	1.15117042152058e-05	C1orf21
189	-4.82376634340884	1.15611341453548e-05	LAPTM5
190	-4.81055526593805	1.2111338210774e-05	DISP1
191	-4.81051920437101	1.21128746423116e-05	DNPH1
3230	-4.8101291460192	1.65751943084214e-05	RIPPLY2
183	-4.80512350403206	1.23449282598553e-05	KIF13A
1704	-4.80236123971528	1.51831330432728e-05	DNAL4
1703	-4.80217853485796	1.51925465072811e-05	GPRIN2
1702	-4.7998048603025	1.5315367108637e-05	DMC1
182	-4.79810301714777	1.26533906763537e-05	CTDSP2
3227	-4.79766951938147	1.72758757186475e-05	SCYL3
1701	-4.79459507702583	1.55883651875577e-05	NATD1
3232	-4.79370733006594	1.75047392363403e-05	TMPRSS4
3229	-4.78848565452594	1.78109122976888e-05	FRA10AC1
1361	-4.78812240446575	1.27265790332842e-05	FTH1
3228	-4.78749385625219	1.78696586817795e-05	N4BP2L2
2752	-4.78745257284056	1.31358156254535e-05	SP100
3231	-4.7873944719469	1.78755559246957e-05	GPATCH4
1365	-4.78726136757917	1.27653259982541e-05	GCSH
2754	-4.78578783095785	1.3212832997489e-05	SUMO1P1
2753	-4.78576752986372	1.32137749292438e-05	SUMO1
3234	-4.78407549202114	1.80735997037385e-05	TMEM41A
3233	-4.78348956629505	1.81087853051709e-05	FTCD
1705	-4.77398093415671	1.67162160150669e-05	DYNLL2
324	-4.77315183657249	1.30439460370724e-05	UGGT2
1709	-4.77053768345658	1.69122580537806e-05	EDRF1
1706	-4.7696271900372	1.69644733729601e-05	CAMK2D
177	-4.76840716451224	1.40438181287506e-05	PDCL2
1367	-4.76626198057614	1.37468962166931e-05	KLF12
1400	-4.76616365602902	1.41547446057544e-05	C4orf33
1366	-4.76599362055398	1.37599064780058e-05	MICALL2
1707	-4.76440889944384	1.72668008824317e-05	EPHA10
1369	-4.76397167983256	1.3858319779736e-05	EMILIN1
181	-4.76265866036467	1.43297628742989e-05	DCXR
2745	-4.76107658930735	1.48431069209032e-05	ANXA4
1368	-4.76058404560148	1.40247517110836e-05	LCA5L
175	-4.76002271986492	1.44627803619901e-05	MYL6
1708	-4.759711449266	1.75434724500878e-05	HDDC3
1362	-4.75729603499432	1.41881598543225e-05	C9orf72
1710	-4.7566410390153	1.77266611551818e-05	EXOC5
2751	-4.75270416894042	1.4838467939482e-05	KRTAP19-7
1711	-4.75239582160606	1.79830378811419e-05	ACTN2
2760	-4.75154297517101	1.48989480889261e-05	THAP1
176	-4.74992365338888	1.49836927805236e-05	ADAMTS12
1394	-4.74924873474442	1.50191527925614e-05	NOS3
179	-4.74853126403514	1.50569385810595e-05	CHN1
178	-4.74852444251742	1.50572982844377e-05	BTAF1
1395	-4.74829267376747	1.5069524613387e-05	SNAPC5
180	-4.74686724909002	1.51449330230147e-05	HEMK1
3009	-4.73748001429388	2.031487117371e-05	ZNF320
1393	-4.7363323695351	1.57138256229317e-05	MAGEA11
3236	-4.73604016498934	2.11933432940903e-05	MTX2
3238	-4.73243926534995	2.14474643671636e-05	SQSTM1
1397	-4.73021514506712	1.60537067281918e-05	PARD6B
3006	-4.72869915285488	2.09182391314178e-05	RNF175
3007	-4.72830314793561	2.0945861010313e-05	VPS11
3008	-4.72792764429872	2.09720859800644e-05	SIK3
1391	-4.72472005431201	1.63651498152895e-05	MAD2L1
1392	-4.7238909641608	1.64126504130779e-05	PNKD
1390	-4.72300885053331	1.64633370245415e-05	KEAP1
1396	-4.72199816762498	1.65215996290602e-05	PRKCI
3235	-4.72180243079935	2.22157340530327e-05	CCDC155
172	-4.71991625582154	1.66422518381726e-05	HIST1H3A
1399	-4.71897368129676	1.66971596744503e-05	CCBL1
1385	-4.71783505953941	1.67637243464469e-05	MAT1A
3005	-4.71712245564477	2.17406821640953e-05	XRCC6BP1
3237	-4.71594883093128	2.26499907336475e-05	GABARAPL2
173	-4.7159428985654	1.68749163158566e-05	FBLIM1
1363	-4.71576836252394	1.64195060856631e-05	NOL4L
1364	-4.71552493316122	1.64335482664146e-05	CEP68
