index	statistic	pvalue	gene
4262	3.09967882179203	0.00312443882721691	ASNS
1795	-3.09766139996168	0.00322530265003285	GPANK1
1798	-3.09735166166398	0.00322811579021542	GLI1
1792	-3.09573554458211	0.00324283128340608	CRYAA
3580	3.09482844090811	0.00309453786400837	THAP6
4249	3.093413467239	0.00318056076881856	NUP62CL
4261	3.09251908447772	0.00318864888119452	VPS35
4248	3.0915217783856	0.00319769049324259	PDP1
1794	-3.09140691618446	0.00328255632729324	KXD1
4245	3.08998162421823	0.00321170082243571	SPEG
4255	3.08925015083923	0.00324519918390009	SOX14
4266	3.08909717010368	0.0032197724336902	SESTD1
4265	3.08907430339565	0.00321998136938928	SYNCRIP
4263	3.08813719454033	0.00322855478101025	WDR27
4264	3.08750357075414	0.00323436379268971	PRMT8
3886	3.08705020904033	0.00323852618784204	NRIP2
1182	-3.08689723654642	0.00314279530422445	EIF2B2
3581	3.08589139462395	0.003174736854618	ZNF425
4250	3.08499607089127	0.00325744859233068	TET2
1177	-3.08451202021024	0.00318728704182925	COPS8
2439	-3.08240972127872	0.00343014474915382	PRKAG1
4268	3.08120919900461	0.00329260457789804	NRM
4267	3.08118458737975	0.00329283422219651	STMN1
2408	-3.08103205385078	0.00341074872106095	TRAF4
4253	3.0794594244323	0.00333626398810072	PHC3
4269	3.07824586577988	0.0033203627749705	SUN2
1176	-3.07809566395053	0.00324627892689233	DNTT
4252	3.07735682364711	0.00335613053155726	PSG1
4270	3.07614681524071	0.00334015755232975	TRIM59
4271	3.0753229626659	0.00334795694023171	ZDHHC22
3956	3.07510333971276	0.00335003898290287	ZNF524
4254	3.07417682411367	0.00338638772258926	NAIF1
4240	3.07370859046263	0.00339086442545855	S100A16
4239	3.0736755044083	0.00339118096535129	S100A14
1786	-3.07252966591732	0.00346119794039002	MYLIP
3888	3.07169364869502	0.00338251912392729	FAIM
3887	3.07169214003831	0.00338253356020513	PARP11
1063	-3.07135242666054	0.00328591066978745	MEF2BNB
1064	-3.07135031769757	0.0032859304933478	DAK
1065	-3.07132825127165	0.00328613791722376	GMPR2
4241	3.07019589374106	0.00342462602762539	SUMO3
1791	-3.06926583448964	0.00349299459783814	C4orf46
1790	-3.06926390800926	0.00349301344649056	PBLD
1066	-3.06843455100736	0.00331344498016439	GPR50
4251	3.0677564452555	0.00344825736863519	OGT
751	3.06741584264162	0.00330038915112951	GLTP
3251	-3.06143662784715	0.00370879510073374	C17orf59
4238	3.06086000573752	0.00348768678484024	ZUFSP
4237	3.06081566402832	0.00348812345599048	RPS21
1833	-3.0600983666185	0.00361604688900685	PIK3R3
1835	-3.05971834008424	0.00361987879452341	PIH1D2
1834	-3.05876763683231	0.00362948166731947	KRT80
1840	-3.05874682235074	0.00362969217744769	SMG9
3884	3.05662328119679	0.0035296414529854	ZFHX3
4247	3.05546449680448	0.00354119846227052	CBFA2T2
3885	3.05513433104371	0.00354449781230737	RNMTL1
1796	-3.0532871767423	0.00365265252474689	CCDC184
3499	3.05174262543667	0.00360721946520726	RMND5A
1789	-3.05089474545348	0.00367713815492032	ABCF3
1837	-3.04917221247454	0.00372774965984657	NUPL1
3500	3.04689412100392	0.0036566854463731	R3HCC1L
1838	-3.04604868805328	0.00376027246582655	SNRPF
1175	-3.04565499725527	0.00356050089259496	CCDC68
1827	-3.0444207016159	0.00377732865166558	RBBP8
1828	-3.04074674607883	0.00381608696714764	NABP1
1839	-3.04053082466908	0.00381837637984361	APOBEC3C
1797	-3.04038859375184	0.00378649642947015	UBE2W
2440	-3.04033378966324	0.00385543932901999	PRKAB2
2977	-3.04009034996953	0.0038580379753117	LAGE3
2976	-3.03957534430309	0.00386354091956176	MRPL15
1841	-3.03907756023	0.00383381884154321	ZBTB16
1829	-3.03792397709516	0.00384611851279704	SORBS2
1826	-3.03675486173403	0.00385862150284377	GNL3L
1836	-3.03576548602065	0.0038692320206164	NUTM2F
3498	3.03570571801906	0.00377326640836939	ZNF23
2442	-3.03350116805418	0.00392900233334703	KHDRBS2
2978	-3.03271783492401	0.00393751958545019	KIF5B
4272	3.03104238202293	0.00379316373786143	C1orf189
1074	-3.02956583554462	0.00380892246747355	RRP7A
64	-3.02860781084158	0.0037905796219162	KHK
72	-3.026990044512	0.00380787905209368	IFNA4
3250	-3.02574733958428	0.00409111166933718	SHPRH
66	-3.02546373679083	0.00382426808481495	BAD
65	-3.02546373674245	0.00382426808533542	LHX9
782	3.02363160766507	0.00373969329190671	EMG1
3889	3.02251687317613	0.00388500096925004	LOC142937
3890	3.02194793557582	0.00389120297168866	PSMF1
1090	-3.02152685006847	0.00389579919178851	DNAJC5B
3891	3.02134960752545	0.00389773534111093	PMP2
1091	-3.02079080903639	0.00390384539173161	DMTN
750	3.01688656658729	0.00381203174985822	ARHGEF1
67	-3.0158156012471	0.0039294013488238	BCL2L1
3254	-3.01553253568166	0.0042071603899283	USP5
73	-3.01277845961578	0.00396305090580706	BHMT
3255	-3.01273244320796	0.00423950652223914	FGD2
1824	-3.01024072779566	0.00411745182306089	ITGB3BP
71	-3.0100671760985	0.00399331728689312	BDH2
70	-3.01006717602518	0.00399331728771446	GPATCH11
68	-3.01006717600449	0.00399331728794627	BAG2
69	-3.0100671759483	0.00399331728857577	BAI3
2441	-3.00833671257831	0.0042114298475282	TYK2
1830	-3.00691113231175	0.00419096898684757	TADA3
3252	-3.00502383310446	0.00432976295055054	ATF7
1769	-3.00384088682124	0.0041911040442949	BOLA1
3253	-3.00196709744124	0.00436604875466484	TMEM239
1779	-2.99647793973737	0.00424296597884843	MRI1
3502	2.99418238132192	0.00423701805241072	PMM2
3501	2.99363625776777	0.00424345776981849	TPD52L2
3496	2.9915892323856	0.00426767705403641	STOX1
1778	-2.98931131422988	0.00432809812064161	TNFAIP1
1067	-2.98728693436262	0.00417132660374775	GNAI3
2795	-2.98604992402616	0.00418587818375182	PRR13
1068	-2.98580613151721	0.00418875161058918	GNA14
3505	2.98432989630072	0.00435460964556733	SAMM50
752	2.98384595583436	0.0041856133067818	HENMT1
3497	2.97805074781344	0.00443113423417096	MRPL1
783	2.97570798031063	0.00428272098022764	DAO
3503	2.97495001531232	0.0044693841732607	TRAIP
3504	2.974874423751	0.00447032048786244	ZNF414
1825	-2.97357753043429	0.00455636992968178	NELFE
1781	-2.97265481557843	0.00453215990920297	MVP
3609	2.97246363953336	0.00440574725023146	NHLRC2
3610	2.97198602727361	0.00441162831662489	TOM1
2982	-2.96938611529853	0.00468629268980225	SNIP1
3615	2.96911957582767	0.00444707820805346	TMTC3
3611	2.96702931156803	0.00447309593589218	MUTYH
3506	2.96590292067585	0.00458275446992129	ZFAND6
2979	-2.96487723175906	0.00474438334012994	LOC148413
1780	-2.96453062155584	0.0046349159671154	MVK
2980	-2.96435524287682	0.00475115170298213	MED28
2983	-2.96266846034445	0.00477308505399843	RAPGEF3
3614	2.96157127069649	0.00454170253320796	PPP2R4
3613	2.96140141578025	0.00454385321505713	RNF170
1075	-2.95992982441555	0.00462553603918991	GOLPH3L
3507	2.95932859357741	0.00466681410469172	TTC33
3606	2.95655445013298	0.00460562591006031	RPL37A
1060	-2.95477698273795	0.00456984187608589	HOMER1
753	2.95291707933341	0.00456594815567235	KIF26B
1770	-2.95231565748683	0.00483053770030306	BIRC2
754	2.95194994867959	0.00457834363711473	C17orf70
4225	2.95084324040215	0.00477743303205291	YWHAG
4130	2.94819936181246	0.004812395882827	STX8
1085	-2.9477210377677	0.00475171310846512	ORC1
2981	-2.9471764784255	0.0049789968498446	MED8
4129	2.94511753036251	0.00485345103019985	VAMP1
2406	-2.94304904194723	0.00499409132164286	LASP1
4224	2.94271683450046	0.00488565807862373	ZNF567
3488	2.94192407151493	0.00489633719702764	VASN
3481	2.94171858044042	0.00489910886268374	KCNK16
2901	-2.94166173913338	0.00489987579670648	ENOX2
2903	-2.94049925175985	0.00491558525611802	RAD23A
3490	2.9399476968326	0.00492305517410219	RPL27A
3489	2.93952566948937	0.00492877798679681	SPEF1
3491	2.93886775303669	0.00493771187951242	PPIL3
2902	-2.93852475496871	0.00494237545048271	ENOX1
3487	2.93699986139962	0.00496315833888072	TOR1A
4234	2.9368295334024	0.00496548479633407	SEC23IP
3492	2.93596959387868	0.00497724595318449	SPATA22
3607	2.93559182632136	0.00488189287398322	LACTB2
3608	2.93515130918361	0.00488786043642686	PRR16
2794	-2.93349333383742	0.00484962429444558	BAIAP2
4226	2.93274450530472	0.00502158598404112	FAM53C
3508	2.9313811283916	0.00504044066104037	UPK1B
1777	-2.93129757890871	0.00511661798502727	FHL2
4223	2.93069422322981	0.00504996508330557	ZAK
4235	2.9302728387947	0.00505581616028827	C11orf30
4227	2.929460860237	0.00506710857422732	YWHAE
2904	-2.92844408518157	0.00508128224767812	NGLY1
1776	-2.92826030651825	0.00515924058696848	HAT1
4228	2.92793368111015	0.00508841109411384	ZNF747
4236	2.9273702880627	0.00509629084602259	ZNF646
4232	2.92602783773986	0.00511511246326712	IFT27
4233	2.92600311248811	0.00511545972561422	HSPB11
4128	2.92554290301518	0.00512192730163341	STX12
3486	2.92498213791013	0.00512981832371873	ZNF273
4229	2.92467843043851	0.0051340967805209	SUFU
2892	-2.92436509054123	0.00513851441261948	RAD54L2
1089	-2.92418046109925	0.00507143198465165	DKK1
1088	-2.92414471320538	0.00507193235843562	INSR
4126	2.92299005247451	0.00515794226919064	SNAP29
3482	2.92208871982844	0.00517071421276194	HTR1E
3483	2.92057235524317	0.00519226759718405	SERP1
2899	-2.91996956267185	0.00520085879179222	RFX3
3484	2.91978981962355	0.00520342310569366	MS4A12
2896	-2.91973881974998	0.00520415091228288	HYAL2
2895	-2.91972514279223	0.00520434610886589	FHL3
1771	-2.91898008157876	0.00529152909268293	PHF1
1772	-2.91898008157876	0.00529152909268293	BIRC7
3494	2.9174032057099	0.00523758351718884	GGA2
2900	-2.91677066528664	0.00524667218169261	TRAF5
3618	2.91603860727879	0.00515340039948398	YWHAQ
3493	2.91546555252497	0.00526547107727349	THAP8
3612	2.91467550607133	0.00517284138355145	ZNF302
2898	-2.91457391666282	0.00527835022692991	KLF3
3617	2.91417370594455	0.00518001535348778	RNF24
3616	2.91257748248504	0.00520289720200617	ZBTB5
4218	2.91233267555592	0.00531085308429935	ARHGAP21
4219	2.90927900962304	0.00535543740350319	ZNF177
3485	2.90918567278167	0.00535680560982599	NIPSNAP3A
4231	2.90916488524204	0.00535711037450248	ZNF614
4230	2.90916488515462	0.00535711037578412	NFIX
4211	2.90787595045708	0.00537603887158777	YIPF6
4210	2.90787595043742	0.0053760388718771	YIPF1
2897	-2.90696026270118	0.00538952384362346	ZNF512B
1084	-2.90635846343139	0.00536178523350284	MTRR
4127	2.90563432510429	0.00540910613300383	VTI1B
4217	2.90165952238371	0.00546820548319316	ZFYVE20
4216	2.90147277202545	0.00547099688377473	VPS45
4215	2.9014725051782	0.00547100087334906	YKT6
4212	2.90093984145631	0.00547897000177489	PPIE
4213	2.90088841854548	0.00547973990538586	XAB2
3509	2.90010118912322	0.00549153885683018	STAG3L1
1087	-2.90003667035117	0.00542002758466764	COX6B2
3623	2.89973951594349	0.00539037121011887	PHF7
1773	-2.89962103323594	0.0055777146892837	CCDC94
3624	2.89955545498442	0.00539310409197258	PXMP2
3619	2.89952235071858	0.00539359575057141	SNX32
4220	2.89880436115515	0.00551102712588403	ZNF497
2894	-2.89784395820287	0.0055255011106552	CSF1
2893	-2.89759297121819	0.00552928948691955	PATL1
3510	2.89609327235939	0.00555197614347547	UCMA
4214	2.89518185875772	0.00556580574036181	HSPA9
3495	2.89341546313109	0.00559269979995802	TPX2
74	-2.89116494735944	0.00555361640709284	ALDOA
3671	2.88967557728056	0.00550841371810273	NUB1
1775	-2.88951599459499	0.00573275340758705	SP2
1774	-2.88686154843243	0.00577413902107005	CUTC
1086	-2.88150538089073	0.00573909840068776	DYNLT3
3672	2.88149252661431	0.00563391028615812	THEMIS2
3670	2.88016182718455	0.00565456684876253	TRMT2B
4222	2.87770459628906	0.00583726975884835	ZNF511
4221	2.87645445173509	0.00585715097396444	ISL1
3625	2.87491773327994	0.00577074252036702	BTRC
3262	-2.87363405324602	0.00617308082802226	RASSF2
3673	2.87186372683713	0.00578497039536607	SIX1
1061	-2.86876006482736	0.00580135187614639	CCDC88C
75	-2.86659436575231	0.00593970912099662	ALDOC
3264	-2.86655198345186	0.0062907294777631	RASSF4
3265	-2.8661967699365	0.00629668492569957	FAM134C
3674	2.86462238232892	0.00590103744870407	RPL39L
1059	-2.86368076672308	0.00588291321683654	THADA
3667	2.86339074439519	0.00592099186171791	C17orf62
3263	-2.86280406064337	0.0063538313100322	STK3
3668	2.85988671096648	0.00597810473419313	CERCAM
3669	2.8593525223423	0.00598685623255912	TMSB4XP2
3664	2.85899630139289	0.00599269871325059	ASPA
1062	-2.85889836369526	0.00596067589634164	CCDC70
3665	2.85639788284192	0.00603547601632837	SLMO1
3666	2.85635147607034	0.0060362425649666	TCL6
3621	2.85246761854736	0.00613604464924755	TAF1D
3622	2.85169347738842	0.00614901501427167	ZNF227
3646	2.8504659553903	0.00613419333576681	MRPL43
3647	2.84822136674191	0.00617193508252667	ZBED8
3511	2.84487866412315	0.0063806216717176	IGFN1
3663	2.84386367247759	0.00624582176435728	TRIM43
3659	2.84251146609549	0.00626891480741731	TM6SF1
3656	2.84136758488286	0.0062885116835476	SERPINB9
3620	2.84094475977259	0.00633174624619637	TRAFD1
3256	-2.8408588263504	0.00673527853860323	SLC25A46
3657	2.83986290039459	0.00631437607820673	REG3A
3652	2.83929479400202	0.00632416695198812	ZNF346
3651	2.83770291387724	0.00635167659074509	HSCB
3658	2.8358789267196	0.00638333330083152	SNX31
3662	2.83483436000923	0.00640152817990769	CYP1A1
3660	2.83407261011006	0.00641482700191576	PPID
3654	2.82635604606871	0.00655099160161732	PLEKHG6
747	2.82622652400572	0.00648380606223964	COPS4
1057	-2.82517909412416	0.00650238534302638	MMAB
3653	2.82477791515931	0.00657916576802653	TMEM43
3650	2.82111077969833	0.00664506746228422	PPAP2C
3257	-2.82094790674482	0.00709966294216247	FUNDC1
3661	2.81936555606746	0.00667664433765447	UACA
3637	2.81698263747719	0.00671998302764487	RPL13
3636	2.81698211464504	0.00671999256495215	RBP5
1058	-2.8168644824657	0.00668620829889421	PTMA
3638	2.8156329288533	0.00674464557778265	C1orf105
3649	2.81468055995013	0.00676209799782601	CACFD1
3634	2.81464613510694	0.00676272962257274	UBE2H
3633	2.81454786203467	0.00676453303011681	INHA
3640	2.8139776757598	0.006775005273568	ZNF461
746	2.81336890315895	0.00671530237130469	CD209
3639	2.81075761747922	0.00683442747117213	RAD21
50	-2.80486924520751	0.00702197655452252	AP1S3
52	-2.80482999654017	0.00702271926381515	ARMC1
51	-2.80482792819762	0.00702275840542943	AP2S1
3648	2.80434967799154	0.00695411175774607	ZNF16
1056	-2.80379911229433	0.00689252644092053	CYBRD1
3655	2.80326469412361	0.00697456697333543	PPIL2
3635	2.80073912270308	0.0070223967984463	C22orf23
54	-2.79237087499995	0.00726218575503779	CRYBB1
53	-2.79219121064652	0.00726569340389305	MTFR1L
1784	-2.79150241631995	0.00741076025326159	EPM2AIP1
3675	2.7859926515476	0.00730776205697747	PDHX
55	-2.782350087078	0.00746023011139041	ARNTL
4209	2.78214903787511	0.00755137066019573	VIPAS39
749	2.78096792800075	0.00733289488558331	CASP14
1785	-2.78073931936342	0.00762627934546756	GLYR1
748	2.7804413000014	0.00734335163035404	IFIT2
3644	2.77885658646775	0.00744965904864436	VTN
4208	2.77839134990323	0.00762744124074166	VPS33B
3258	-2.77334038963706	0.00804630669866357	MAP1LC3A
743	2.77268959253382	0.00749886657722998	DDX21
1783	-2.77246327689266	0.00779591765499932	RASSF5
1076	-2.77082171063084	0.0077376200249083	KIF24
745	2.76867327971578	0.0075806287310991	FAM192A
1782	-2.76821248868606	0.00788439558684639	NBPF3
1077	-2.76658173797905	0.00782564344822423	MAP2K1
3259	-2.7649542520296	0.00822469788952451	MAGEA1
1078	-2.76088164260986	0.00794543430555406	FUCA2
3677	2.75963061738019	0.00784468436199726	FOXD4L6
3645	2.75921143822822	0.00785350788440131	PAEP
56	-2.75881323497566	0.00794514061491547	CRYBB3
744	2.75829390284309	0.00779574062823507	POLR2J
740	2.75735325453166	0.00781551034990624	HIST1H2BC
741	2.754122093766	0.00788377171951038	GALT
784	2.74881395452732	0.00799710201779402	PCGF2
3676	2.74500458888285	0.00815800979249404	FBXO7
3632	2.7413476902463	0.00828000052023004	RAD51AP1
3688	2.74124478206585	0.00824039260607878	TICAM2
3689	2.7388480398074	0.00829330711127518	S100A6
785	2.73850973710397	0.00822138483733126	AGPS
3690	2.73827963033111	0.00830590200282622	ZNF449
742	2.73802798745744	0.00823201068751755	COL23A1
3643	2.73748200372244	0.00836571755242743	STBD1
3691	2.73559528106255	0.00836562004749142	PNMA6A
3692	2.73559528106255	0.00836562004749142	TNXB
3694	2.73538416057906	0.00837033348787186	UBTD2
3681	2.73512473676939	0.00837612868186166	RBM42
3680	2.73443409176704	0.0083915747797656	POU2F1
3693	2.73389896171165	0.0084035608169416	UTP11L
3958	2.73068115113071	0.00860878133302534	WDR74
3684	2.72669183366189	0.00856652850861384	RPL36AL
3678	2.72645239283915	0.00857199223641736	SYK
3683	2.72562160111991	0.00859097464797776	ZSCAN16
1080	-2.72345107285003	0.0087749705493686	NFKBIB
3629	2.72312298797521	0.00869130365165627	C9orf24
3631	2.72307712701268	0.00869236193095535	TAF13
3682	2.72287795160381	0.00865393772844814	HIST4H4
1082	-2.72070192063948	0.00883893228391242	ARHGEF40
3630	2.72005023534961	0.00876247221112014	GOSR2
3261	-2.71905153025504	0.00926761892055361	TRIM31
1083	-2.716299730249	0.00894224661281462	LOXL4
761	2.71528175883818	0.00874830979200103	TRIM13
3695	2.71519782239951	0.00883244614763345	BET1
3628	2.71416227045111	0.008900341753732	TRMT12
3679	2.71412853467875	0.00885756576348418	NPM3
3957	2.71311117001527	0.00901777012696392	SERTAD3
3686	2.71128393202119	0.00892471045220256	RTP2
3685	2.70994448065491	0.00895648863621445	UBE2O
3687	2.70964938518933	0.00896350365034415	WDR54
3627	2.6993840596642	0.00925519754874093	PKP1
78	-2.69721733752903	0.00935472791777259	GMPPB
77	-2.69707581330054	0.00935821565592221	GMPPA
76	-2.69323567857766	0.00945330887204165	CRP
57	-2.69175216604135	0.00949028180288547	CRYBA1
738	2.69058299847942	0.00934243299307203	GKAP1
1079	-2.68590585755798	0.00968637606293532	CCM2L
3696	2.6857266744296	0.00954924891358055	HP1BP3
3641	2.68549312328681	0.00960053281872575	UBE2A
3642	2.68459248717103	0.00962332565188939	ZNF778
1081	-2.6838851717891	0.00973780772776478	CRYBA4
739	2.68342570523114	0.0095213792226968	HOXD12
3697	2.68312089961383	0.00961512527062602	TAT
3701	2.68008001051941	0.00969252785172436	DCANP1
3700	2.68007578060837	0.00969263591585157	SF3B2
59	-2.67907568909828	0.0098116616456958	ASS1
3703	2.67657372617731	0.009782484564542	CC2D1B
3702	2.67463234896355	0.0098326203915895	ZNF502
58	-2.67428532650148	0.00993568374578346	HIF1A
3260	-2.67144703843882	0.0104769260836237	HYPK
3626	2.66762184604316	0.0100621842287352	SNRPD1
778	2.66388681879421	0.0100259766655116	ARSA
63	-2.6618928885507	0.0102632146834685	NTM
737	2.66185795583602	0.0100797499572158	CYP2S1
777	2.65999855120339	0.0101292632536578	CYHR1
60	-2.65968838228391	0.0103225047096334	C19orf47
61	-2.65968838225196	0.0103225047104949	ATP6V1C1
62	-2.65967836291858	0.0103227748938193	CCKBR
736	2.65951401697281	0.0101422021649096	CNKSR3
3704	2.65723662165292	0.0102924701043579	XKR3
3699	2.65705587174265	0.01029734972885	WFDC9
3698	2.65510611987381	0.0103501209408099	SH3BP1
734	2.65338809088605	0.0103070953711151	CDC42EP2
735	2.65020635098288	0.0103937020186406	AFG3L1P
4125	2.65006047094852	0.0107464897784384	VAMP2
762	2.64542399455467	0.0105251279843699	GPSM1
786	2.64249915530333	0.0106062526449373	C12orf50
787	2.64230299702541	0.0106117137494621	AREG
776	2.63886315293953	0.0107078980973923	SIPA1L2
4124	2.63885943218599	0.0110622023580418	VAMP4
3959	2.63588268540597	0.0110356385666239	PPP3CC
3960	2.63525927558023	0.0110534881774872	IGHG1
3941	2.63403103913152	0.0111436575939792	SV2B
3940	2.63063493064646	0.0112418973214501	RTN4IP1
756	2.62737940975656	0.0110347940807419	FARSA
1054	-2.6225174370823	0.0112218513873488	GAREM
4123	2.61569853522464	0.0117420923201839	STX3
4071	2.61207836537141	0.0116819058785081	SRSF7
4073	2.60750678954441	0.0118206823237753	CREB3L1
774	2.60053492084847	0.0118347353739334	C4orf26
4072	2.59848797252469	0.012098878533775	LUC7L2
3982	2.59843019403036	0.0121560044752995	RAB22A
1053	-2.59763645275724	0.011971692032673	MPP5
3942	2.59631107884323	0.0122801543898615	CCDC69
3980	2.59459869142858	0.0122762840858242	ZNF592
3979	2.59458921641428	0.0122765828681394	APPL2
3981	2.59376438871922	0.0123026181606007	SPG11
775	2.593758478877	0.0120448423735739	CDIP1
4122	2.59107212481449	0.0125067027454939	VAMP3
3943	2.58668373565966	0.0125866865869431	WASH3P
4070	2.58483725816155	0.0125313147574291	TARSL2
3944	2.58257801482791	0.0127195202619831	CAPG
3945	2.58095526731692	0.0127723727854944	TESC
3949	2.57302804407596	0.0130334479057688	WBP2
773	2.57279066001459	0.0127166313407909	CPNE6
3978	2.56998264322045	0.0130752587861687	PRKG1
3977	2.56662893261202	0.0131877006261047	AKIRIN1
4101	2.56492859137079	0.0133052052172774	STX6
3984	2.56029075458529	0.0134026096323884	REPS1
4121	2.55608145091133	0.0136713204572028	VAMP5
3947	2.5556828500171	0.0136217191694248	HOXC4
3948	2.55550034402845	0.0136280353349896	RPL10A
3983	2.55395861609503	0.0136204891868984	HMGB1
3976	2.54363879991152	0.0139824857731257	LY6H
3950	2.54270610670532	0.0140775118838558	MTIF3
772	2.54029429718715	0.0138252262335919	BRK1
3970	2.5366302941127	0.0142332878276874	LOC730441
3971	2.53557197223829	0.0142715131732682	POMZP3
3985	2.52282696243409	0.0147392211377837	NOL6
3975	2.5197604403239	0.0148538092939934	SLC43A2
3952	2.51947271989606	0.014928301271473	ZNF239
3973	2.51911503482142	0.014878029103586	WIBG
3953	2.5188698866728	0.0149509846418296	LGALS13
771	2.51372928137151	0.0147957589075098	AEBP2
3961	2.51255989924559	0.0151260564172649	MRPS6
3974	2.51194599393176	0.0151494756366465	RPL23AP32
3965	2.51007347876375	0.0152211112930157	ADCK5
3966	2.50971191573342	0.0152349786840419	PHF12
3951	2.50730002977247	0.0153924347359666	FBXO44
255	-2.50486087370649	0.0151332286319128	GINS4
254	-2.50368422962377	0.0151785224885309	GINS2
258	-2.50256767889263	0.0152216163647561	GNAZ
257	-2.50103667031952	0.0152808862150037	GMPR
3969	2.49991835456362	0.0156149814358566	SELPLG
252	-2.49970332414024	0.015332673778284	HACL1
259	-2.49813305044414	0.0153938669900267	GNPNAT1
253	-2.49780647710322	0.0154066211606385	MAGEB6
4206	2.49760650103532	0.0157713501963821	RAPGEF4
3967	2.49654616252369	0.0157477996854001	ZDHHC17
3462	2.49638679256346	0.0158196215751578	PPIH
4207	2.49528049384976	0.0158635202776094	VGLL2
3456	2.49492224575822	0.0158777594319188	NUSAP1
3968	2.49469034546231	0.0158213288792595	PACSIN3
3946	2.49421363741931	0.0159059583081205	SECISBP2
4120	2.49337800423172	0.0160077607707636	STX4
3464	2.4924217954064	0.0159774665454169	AHSA2
45	-2.49167625145591	0.0158780970466077	ANKRD13A
1055	-2.49093626251949	0.0157315842837236	DYRK4
3954	2.49046873771128	0.0160557398429639	ZNF133
2914	-2.4900039782778	0.0161431853678593	CLK2
2915	-2.48808987364172	0.0162204728577315	ECE1
44	-2.48774786082445	0.0160355439545883	ALDH1A1
4119	2.4853875382128	0.0163301577241681	STX16
4205	2.48463131740684	0.0162917608562267	C16orf45
3972	2.48053386066436	0.0163925234430963	TRMT61B
3463	2.47984108564501	0.0164877810761228	PCBP1
3955	2.47705279512029	0.0166028597871399	ZNF404
3461	2.47649523149505	0.0166259585656343	DIABLO
256	-2.4734262601187	0.0163861650741499	GLUL
3465	2.47164216900767	0.016828241676158	YIPF2
3466	2.46916744390247	0.0169322459208097	VASH1
3467	2.46905575352774	0.0169369535536134	ZBTB7A
3468	2.46651762343525	0.0170442523512775	RSPH1
4202	2.4634619254334	0.0171742455833728	SPANXA1
770	2.46008456461496	0.0169456620785685	ILK
2920	-2.45862579093257	0.0175275572788675	SLC16A9
2919	-2.4586113390629	0.0175281833763776	EIF4A2
279	-2.45753897243094	0.0170543486286714	PBX4
4204	2.45748768715786	0.0174309866115809	TEAD3
3963	2.45722979576305	0.0173735109505184	SIK2
280	-2.45644836069201	0.0171011051579759	JMJD6
3962	2.45352493994419	0.0175342578563855	UPF2
4201	2.45327865253183	0.0176139434315685	SPANXD
4100	2.45289489411978	0.0176307104047777	TECR
4203	2.45137162514494	0.0176974064107176	SPANXC
3964	2.44888673349424	0.0177373916094565	SHFM1
3476	2.44870583370349	0.0178146754922011	POP7
3477	2.44581866576492	0.0179424732677597	KLF17
4285	2.44568029529715	0.0180965595954617	RNF183
4197	2.44309939348148	0.018063594747292	USP47
757	2.44248614609092	0.0177099713825308	BLOC1S2
4286	2.44185924974678	0.0182676671564339	TAX1BP3
4287	2.44164547195271	0.0182772831749189	C1orf174
4288	2.44164494826103	0.0182773067368966	PDIK1L
3460	2.43943221020568	0.0182281053529145	SLMAP
4200	2.43311013951638	0.0185148881453938	YAF2
3475	2.42667648493748	0.0188108995070477	C9orf116
4294	2.42621960114452	0.0189833320518208	PTPRN
79	-2.42600166704396	0.0187026794433607	BTC
3474	2.42417814293113	0.0189269918153288	SNTG2
3473	2.42363147780952	0.0189524799571056	MYOCD
281	-2.42141922691608	0.0186656042283702	NAA50
3877	2.41969297119279	0.0190653781002262	UPP2
4199	2.41843757503479	0.0191961902404298	XAGE1D
4198	2.41826622300049	0.0192042783235882	SETBP1
3713	2.41640016352575	0.0190850459715521	ZMAT4
3459	2.41612488636339	0.0193056116560755	UBA5
261	-2.41568626111238	0.0189335553768077	GRAMD1C
2905	-2.41541650442599	0.0193392397749281	RAD23B
262	-2.41517507303496	0.0189576144664345	GSS
3712	2.41514958394429	0.0191441212148229	TNFAIP8L1
3471	2.41317908694417	0.0194458001978755	PRPF39
3470	2.41309692179837	0.0194497234722359	KRTAP13-3
271	-2.40983908021381	0.0192103960192329	ARHGAP17
3469	2.40823491349759	0.0196831490378453	RPP30
4021	2.40623104143545	0.0196374452578763	NFYB
265	-2.40595662300396	0.019396215411617	GAB1
272	-2.40555612055587	0.0194154753980138	ARHGAP44
267	-2.40305093936918	0.0195363380872697	GNPDA2
266	-2.40303050316981	0.0195373268012879	GTF2A1L
3878	2.40239636350468	0.0198937420638882	LRRC75A-AS1
3711	2.40213767828586	0.0197685985440137	ZZZ3
3472	2.40199915709577	0.0199862138226514	CSN3
4293	2.40117589031961	0.0201820594131346	SEC16B
4292	2.40112833207231	0.0201843991639377	SEC13
4103	2.40078069420568	0.0201221107570686	SNAP23
260	-2.3998792658958	0.0196903231778596	CD151
4104	2.39953890286013	0.0201832288413331	TBC1D10A
269	-2.39454833805316	0.0199515925758359	LAMTOR3
268	-2.39435080632895	0.0199613330329309	AMDHD2
4290	2.39367112840052	0.0205543075469186	PPP3CA
4047	2.39345518512068	0.020263603825827	SETDB2
49	-2.39324891591353	0.0202738586222767	AP1G1
3439	2.39277482370273	0.0204422183917575	KCNJ10
4289	2.39261359544393	0.0206072560286303	C16orf74
3834	2.39214978286596	0.0203285812243212	TEF
270	-2.39170481855356	0.0200922203102892	LAMTOR2
