MAPK7	0.404584691480782	2.02120802107968
UBE2C	0.399214388307166	2.01669686126945
ASTE1	0.3940380091333	2.00301400935307
LIG4	0.397239177112391	2.00550328503862
XRCC4	0.397239177087286	2.00550328500246
ATP5A1	0.371536695992418	1.94966451051411
ASPH	0.370894136859691	1.95224195594427
DRG2	0.364575410363554	1.92815969703591
RWDD1	0.370411114073063	2.06008946196266
ASNA1	0.343548478385631	2.03823516979126
HILPDA	0.341509950877086	2.02753673421325
GPX7	0.343971948813945	2.03079943732038
ATP5B	0.354390602861197	2.02846898907098
CRMP1	0.34678539349119	2.01344121672303
DPYSL3	0.365814897217929	2.01725727254511
LARP4B	0.365835989233025	2.01723186468492
GNB2L1	0.3656511283021	2.01731270624034
NUDT12	0.355022716140092	1.98288330280501
DPYSL2	0.3622883796565	1.98591286790143
DPYSL5	0.35923292065765	1.98788319568991
BLMH	0.345576014845597	1.99742801270641
EXD1	0.424398551278405	2.22524188029736
EML2	0.424193681355231	2.21904200576894
GEMIN7	0.421220319456386	2.21800489336959
GEMIN6	0.427432844419776	2.22954876466781
GTF2A2	0.427432844398733	2.22954876469177
GTF2A1	0.427159948881691	2.22922191224566
HIST1H4L	0.223107362365581	1.93735351491972
ASF1A	0.231761407483523	1.93908448303261
GTF2H3	0.241863357815552	2.01763534997881
GTF2H2C_2	0.298236718745028	2.10994370502247
ERCC2	0.298302264856723	2.10994151601051
CHMP4C	0.301965647887049	2.11253515363302
HMGB3P1	0.301676253297539	2.11014513878091
GSTM4	0.299791071870931	2.11646568446369
GSTM3	0.306356842881563	2.12537923874669
GSTM5	0.306356842877911	2.12537923868463
HID1	0.303109659419325	2.14038551490605
CSDE1	0.299256163809765	2.144881389718
ADRM1	0.299256163856566	2.14488138992186
AGTR1	0.299253488742657	2.14490345863618
AKR7A2	0.327594259683729	2.21084186363827
AKR7A3	0.32754855296059	2.21076842267022
ALDH1A1	0.407365837645553	2.48774786082445
ANKRD13A	0.408427780207204	2.49167625145591
CDKAL1	0.371871713275642	2.37376260885835
LCK	0.374420748586111	2.38484819918861
AP1S2	0.375484969752104	2.38490723651499
AP1G1	0.378850957309844	2.39324891591353
AP1S3	0.651406048397069	2.80486924520751
AP2S1	0.651470414783393	2.80482792819762
ARMC1	0.651472749838928	2.80482999654017
MTFR1L	0.642556425613861	2.79219121064652
CRYBB1	0.642861353253338	2.79237087499995
ARNTL	0.637904964251943	2.782350087078
CRYBB3	0.629359064558704	2.75881323497566
CRYBA1	0.608553550207963	2.69175216604135
HIF1A	0.595805623306921	2.67428532650148
ASS1	0.603024550356757	2.67907568909828
C19orf47	0.598941897238476	2.65968838228391
ATP6V1C1	0.598941897228773	2.65968838225196
CCKBR	0.598937455698606	2.65967836291858
NTM	0.586025307629025	2.6618928885507
KHK	0.541885671145764	3.02860781084158
LHX9	0.541614598068368	3.02546373674245
BAD	0.541614598130942	3.02546373679083
BCL2L1	0.538175390785173	3.0158156012471
BAG2	0.52634555073117	3.01006717600449
BAI3	0.526345550748649	3.0100671759483
GPATCH11	0.52634555074113	3.01006717602518
BDH2	0.526345550834773	3.0100671760985
IFNA4	0.526157647292209	3.026990044512
BHMT	0.529180848745789	3.01277845961578
ALDOA	0.300057996378422	2.89116494735944
ALDOC	0.291991818922035	2.86659436575231
CRP	0.225538926654639	2.69323567857766
GMPPA	0.22286645514316	2.69707581330054
GMPPB	0.222901774472032	2.69721733752903
BTC	0.0493552634442515	2.42600166704396
BTG1	0.0721591823599825	2.36574535529907
CNOT8	0.231733140043519	2.12571452828371
BTG2	0.228829226024024	2.12522759049452
CNOT7	0.219187366322146	2.12888399431087
TOB2	0.300346617672241	2.07299603203325
APOD	0.300346617669853	2.07299603207105
CDK5	0.294399238404853	2.08798917185992
CCND2	0.293852279436569	2.08969197013403
BUB1	0.292766714501092	2.0885336345894
C10orf88	0.29276671447754	2.08853363471027
BUB3	0.299038477432718	2.07967792570551
PDE6H	0.303512067204545	2.06724562561155
C2orf50	0.300368923750488	2.07088469773749
C7orf25	0.300442891209009	2.07096023801259
CAB39L	0.300623692780513	2.07192256148294
MX1	0.738579513294683	1.23171638970594
CACNG1	0.73857951331098	1.2317163897667
VAPA	0.729632593776819	1.23510285313008
GPR128	0.721556349492851	1.17743005542031
EEF1A2	0.721599778855535	1.1777896962619
ABTB1	0.72160084121074	1.17780308420704
GGPS1	0.719305737354278	1.17149727010795
ATOX1	0.725088216611673	1.16875771895418
C21orf2	0.74017811810291	1.14907744837805
CASP6	0.73544705597263	1.14974429016275
FAM96A	0.736260293230924	1.15190261351198
CETN1	0.736260293224582	1.1519026134707
AAGAB	0.741689481733561	1.15231874505626
SGSM1	0.741688353448597	1.15234161838733
CETN3	0.741688353459548	1.15234161846838
HEATR1	0.765678403939566	1.08976644537966
POC5	0.758658206884341	1.08971120488027
CETN2	0.758564656839806	1.09048204596274
CCDC110	0.758627179022271	1.08844808846148
DEPTOR	0.586397691451346	1.21584266098826
MMS19	0.593098538362041	1.20594160482914
CIAO1	0.594512281350647	1.20928657671226
FAM96B	0.59451228136789	1.20928657660124
CCDC91	0.592497063998371	1.22872783228047
POT1	0.592496244925739	1.22874002421274
MT1P3	0.608430060731092	1.20394641927553
CAP2	0.609076372667949	1.20009368021826
CFL1	0.606810136482549	1.19056235409746
CFL2	0.607011592776752	1.18849802484807
ACTG1	0.600137490776884	1.19713252485305
DSTN	0.596394579950432	1.21256119561285
ACTB	0.59821443568838	1.20690489957296
CCDC22	0.594967942843376	1.21651840567043
CDC16	0.606941617720458	1.2089325305534
