M1	47.283811264342766	36.4338938693208	39.86435680313123
M2	55.66518102202314	75.97838232067794	75.45421212677697
M3	29.799174974935596	34.54726500849705	37.10106026749825
M4	48.11994852778188	37.527775174853254	51.68586548288173
M5	11.1312649573219	12.822322775984105	25.265478126250276
M6	14.588011661816736	15.118026064176451	15.938748598494062
M7	15.954569165968108	14.375329409365364	14.374781463535127
M8	13.177650383422437	12.816956757891198	14.135095724130224
M9	13.830345000361737	16.232785012466454	17.43720729588117
M10	21.402270371699743	24.12238469816397	27.05888769565104
M11	13.929734573185469	15.045562173205575	13.281953874157166
M12	26.40064206858142	24.727534453992728	29.83569791520722
M13	15.18575745638473	14.312177899699048	13.402419638736381
M14	17.349077939301328	19.576802410972096	28.12408140495872
M15	10.074651851221494	9.981246233552964	10.519894151715024
M16	15.63553148180546	16.216474515118602	15.091238636894289
M17	15.576399078738747	14.227302695387134	14.445225937322226
M18	10.721046224915773	10.356324880917674	11.62721820896375
M19	19.958439476343926	20.190388564294423	19.016861774063255
M20	12.69553642610465	11.629780307695885	13.231323765933585
M21	15.369392559885164	16.959900383180937	16.68388440118637
M22	16.347178192392214	15.922640578217722	18.39311843589716
M23	20.716629311112253	24.582203141019164	24.352304827957095
M24	27.420676005721447	21.936424515267724	24.58930101587419
M25	36.916301977828276	31.622393690933965	32.04407960770136
M26	34.794840001402086	29.599659857056317	32.92009996921811
